created_at,text
Thu Oct 24 19:40:51 +0000 2019,I said in an interview 13 years ago  I m just hoping that I have a second album that does as well as the first  amp  someday get to be a headliner   amp  always be the same person that I started out as  Scrolling through your posts has me feeling all the feelings  amp  I want to thank you
Wed Oct 23 21:39:11 +0000 2019,Be sure to watch next week
Fri Oct 11 16:26:12 +0000 2019,Tiny desk  BIG mood  Thank you   for that awesome experience  I can t wait to relive it when  tinydesk comes out
Tue Oct 08 20:47:04 +0000 2019,Mary Ellen Matthews
Mon Oct 07 16:34:07 +0000 2019,Had the best time playing Lover on   exactly the way I wrote it  on piano in a quiet moment  A huge thank you to Lenny Pickett for playing on False God   Phoebe was excellent as host  amp  Mary Ellen Matthews is always awesome to work with  Make sure to watch Camila next week
Sat Sep 21 13:49:12 +0000 2019,"Threw out our cloaks and our daggers because it s morning now    

   Erik Madigan Heck"
Wed Sep 18 18:25:09 +0000 2019,"It s blue  the feeling I got  

   Erik Madigan Heck"
Wed Sep 18 14:38:20 +0000 2019,"It s golden  like daylight  

   Erik Madigan Heck"
Wed Sep 18 12:30:39 +0000 2019,"I hadn t done a   cover in 5 years  and hadn t seen   since I got in 2 car crashes while driving him around during our interview in 2012    There were no cars driven this time  but we had a lot to catch up on  
   Erik Madigan Heck"
Tue Sep 17 14:29:05 +0000 2019,The Lover album is open fields  sunsets    SUMMER  I want to perform it in a way that feels authentic  I want to go to some places I haven t been and play festivals  Where we didn t have festivals  we made some  Introducing  Lover Fest East   West
Mon Sep 09 22:28:58 +0000 2019,Got to play some new songs from Lover acoustic tonight  this was such an awesome way to celebrate this album finally being out in the world
Mon Sep 09 22:21:36 +0000 2019,Tonight in Paris  Thank you to everyone who flew from all over the world to be at the City of Lover Concert
Sun Sep 01 18:06:19 +0000 2019,MY HEART EXPLODED INTO CONFETTI HEARTS THANK YOU
Fri Aug 30 16:15:41 +0000 2019,Listen to  Lover  on the    AListPop playlist
Thu Aug 29 20:59:08 +0000 2019,Been sleeping so long in a twenty year dark night  but now I see daylight
Thu Aug 29 20:53:36 +0000 2019,It s nice to have a friend
Thu Aug 29 20:49:04 +0000 2019,I could never look away
Thu Aug 29 20:41:51 +0000 2019,Meet me in the afterglow
Thu Aug 29 20:38:33 +0000 2019,I counted days  I counted miles to see you there
Thu Aug 29 20:33:27 +0000 2019,And I ll never let you GO cause I know this is a FIGHT that someday we re gonna WIN
